Date,Open,High,Low,Close,Adj Close,Volume
2018-07-10,1898.000000,1898.900024,1870.750000,1875.099976,1848.443359,5303302
2018-07-11,1900.000000,1998.000000,1894.150024,1979.900024,1951.753540,22903802
2018-07-12,1984.000000,1990.900024,1960.500000,1971.349976,1943.325073,6921701
2018-07-13,1975.000000,1997.900024,1974.000000,1981.099976,1952.936401,4148185
2018-07-16,1990.000000,1996.000000,1977.449951,1989.199951,1960.921265,2582159
2018-07-17,1989.000000,2009.000000,1981.000000,2002.150024,1977.664063,3315492
2018-07-18,2005.000000,2011.699951,1993.050049,2000.250000,1975.787354,2013869
2018-07-19,2002.099976,2010.449951,1970.000000,1981.400024,1957.167847,1746318
2018-07-20,1984.900024,2000.000000,1984.000000,1996.599976,1972.182007,1934995
2018-07-23,2001.000000,2009.949951,1986.000000,2005.650024,1981.121338,2086201
2018-07-24,2015.000000,2015.000000,1984.150024,1999.000000,1974.552612,2038423
2018-07-25,2001.900024,2002.000000,1968.400024,1981.500000,1957.266602,1535492
2018-07-26,1974.949951,1985.000000,1955.099976,1964.699951,1940.672119,3503036
2018-07-27,1960.849976,1964.650024,1940.300049,1943.750000,1919.978394,2033977
2018-07-30,1943.000000,1954.699951,1931.550049,1944.599976,1920.817871,1579251
2018-07-31,1942.000000,1947.000000,1928.000000,1940.199951,1916.471680,2204803
2018-08-01,1949.949951,1981.550049,1949.800049,1976.500000,1952.327881,2425180
2018-08-02,1980.000000,1985.000000,1945.000000,1948.400024,1924.571533,1509287
2018-08-03,1956.500000,1982.050049,1956.500000,1979.449951,1955.241577,1505131
2018-08-06,1997.000000,1998.949951,1972.250000,1975.550049,1951.389404,1532249
2018-08-07,1978.199951,1979.150024,1960.500000,1967.349976,1943.289673,1353560
2018-08-08,1972.000000,1978.300049,1962.000000,1974.000000,1949.858398,1315062
2018-08-09,1980.000000,1980.800049,1966.000000,1974.349976,1950.203979,2060297
2018-08-10,1980.949951,1996.500000,1972.050049,1993.099976,1968.724854,2784105
2018-08-13,1997.800049,2004.250000,1990.000000,2000.150024,1975.688477,3559575
2018-08-14,1992.000000,2024.599976,1982.400024,2003.550049,1979.047119,3311765
2018-08-16,2000.300049,2020.050049,1995.000000,2008.500000,1983.936401,2152065
2018-08-17,2013.849976,2021.900024,2004.000000,2012.750000,1988.134521,1213731
2018-08-20,2024.000000,2024.000000,2003.699951,2009.949951,1985.368652,1587032
2018-08-21,2010.150024,2024.000000,2004.000000,2017.650024,1992.974609,1376866
2018-08-23,2022.800049,2038.000000,2020.300049,2035.099976,2010.211182,3046791
2018-08-24,2035.099976,2046.000000,2031.000000,2043.000000,2018.014526,1570533
2018-08-27,2043.000000,2059.000000,2035.000000,2050.899902,2025.817749,1532702
2018-08-28,2055.000000,2072.000000,2052.000000,2069.199951,2043.894043,1987983
2018-08-29,2072.500000,2076.600098,2045.599976,2072.000000,2046.659912,1525867
2018-08-30,2068.000000,2085.000000,2065.500000,2082.399902,2056.932617,2408020
2018-08-31,2082.300049,2092.000000,2074.000000,2078.399902,2052.981445,2504554
2018-09-03,2084.800049,2090.000000,2048.399902,2052.899902,2027.793335,1439711
