Date,Open,High,Low,Close,Adj Close,Volume
2015-05-06,1255.500000,1258.500000,1228.300049,1231.430054,1085.466675,228294
2015-05-07,1232.500000,1278.000000,1230.000000,1271.650024,1120.919189,205580
2015-05-08,1276.000000,1293.400024,1260.030029,1265.349976,1115.365967,126866
2015-05-11,1272.500000,1281.430054,1263.119995,1277.900024,1126.428589,63760
2015-05-12,1277.500000,1279.619995,1257.680054,1260.599976,1111.178833,61376
2015-05-13,1262.930054,1272.500000,1241.969971,1259.969971,1110.623779,155434
2015-05-14,1264.250000,1264.250000,1243.119995,1249.969971,1101.808838,837928
2015-05-15,1254.000000,1265.000000,1250.500000,1254.819946,1106.084473,33502
2015-05-18,1257.500000,1262.500000,1247.500000,1259.680054,1110.367798,1831544
2015-05-19,1260.000000,1264.750000,1249.150024,1255.969971,1107.097778,212878
2015-05-20,1264.000000,1281.849976,1260.000000,1278.780029,1127.203979,108118
2015-05-21,1279.949951,1290.000000,1274.500000,1278.819946,1127.239258,70166
2015-05-22,1277.750000,1314.500000,1270.530029,1309.780029,1154.529541,737796
2015-05-25,1310.000000,1316.599976,1294.050049,1300.699951,1146.525635,74996
2015-05-26,1301.569946,1311.000000,1295.000000,1303.180054,1148.712036,53828
2015-05-27,1297.500000,1315.750000,1296.000000,1308.280029,1153.207275,96482
2015-05-28,1300.000000,1312.449951,1291.449951,1304.969971,1150.289551,76098
2015-05-29,1305.680054,1323.469971,1299.699951,1305.300049,1150.580688,195974
2015-06-01,1305.119995,1322.430054,1303.800049,1308.199951,1153.136719,73896
2015-06-02,1314.000000,1315.250000,1295.500000,1300.219971,1146.102661,103568
2015-06-03,1304.969971,1312.500000,1296.000000,1305.380005,1150.650879,100560
2015-06-04,1310.000000,1311.000000,1295.250000,1303.099976,1148.641479,68786
2015-06-05,1292.280029,1302.500000,1284.000000,1286.180054,1154.999268,222754
2015-06-08,1299.000000,1299.000000,1282.300049,1289.319946,1157.818848,69924
2015-06-09,1287.500000,1294.000000,1275.000000,1279.050049,1148.596436,53630
2015-06-10,1282.000000,1305.000000,1282.000000,1301.030029,1168.334717,89924
2015-06-11,1302.500000,1312.500000,1275.500000,1285.500000,1154.388672,83500
2015-06-12,1287.430054,1294.030029,1238.500000,1256.030029,1127.924438,211666
2015-06-15,1250.000000,1259.949951,1241.000000,1255.900024,1127.807739,204628
2015-06-16,1256.050049,1258.199951,1247.500000,1255.530029,1127.475342,62236
2015-06-17,1255.500000,1265.030029,1251.599976,1257.469971,1129.217529,92202
2015-06-18,1257.500000,1264.280029,1255.500000,1264.280029,1135.332886,82430
2015-06-19,1269.949951,1280.000000,1265.000000,1275.550049,1145.453247,60832
2015-06-22,1276.280029,1302.500000,1276.000000,1297.849976,1165.479004,58294
2015-06-23,1300.000000,1300.000000,1285.530029,1288.849976,1157.396729,145588
2015-06-24,1291.000000,1292.900024,1280.000000,1284.199951,1153.221069,116180
2015-06-25,1283.500000,1287.000000,1273.250000,1275.880005,1145.749878,54504
2015-06-26,1276.500000,1299.000000,1276.500000,1297.030029,1164.742432,67198
2015-06-29,1290.000000,1301.599976,1273.000000,1296.780029,1164.518188,101602
2015-06-30,1295.000000,1295.000000,1273.500000,1276.099976,1145.947388,108860
2015-07-01,1282.500000,1299.500000,1280.069946,1295.900024,1163.728027,65830
2015-07-02,1304.400024,1304.400024,1287.500000,1290.430054,1158.815918,72456
2015-07-03,1288.500000,1304.319946,1285.500000,1302.400024,1169.564941,58990
2015-07-06,1295.000000,1321.699951,1290.949951,1316.400024,1182.136963,92850
2015-07-07,1317.500000,1323.319946,1302.449951,1309.530029,1175.967651,78296
2015-07-08,1300.500000,1311.219971,1292.050049,1297.030029,1164.742432,303412
2015-07-09,1300.000000,1300.000000,1252.880005,1260.699951,1132.118042,259988
2015-07-10,1281.000000,1281.000000,1227.500000,1235.949951,1109.892334,606696
2015-07-13,1242.000000,1259.150024,1240.000000,1254.300049,1126.370850,128048
2015-07-14,1254.500000,1255.900024,1245.500000,1249.750000,1122.284912,95370
2015-07-15,1251.500000,1275.000000,1251.500000,1273.119995,1143.271240,92056
2015-07-16,1270.500000,1279.219971,1263.000000,1269.069946,1139.634277,80986
2015-07-17,1270.500000,1283.500000,1270.500000,1279.680054,1149.162109,73088
2015-07-20,1279.500000,1294.500000,1277.180054,1289.780029,1163.231323,65860
