Date,Open,High,Low,Close,Adj Close,Volume
2018-07-10,128.399994,132.149994,127.949997,130.899994,130.899994,1733408
2018-07-11,130.550003,133.500000,130.000000,130.750000,130.750000,1313189
2018-07-12,131.000000,132.449997,130.300003,130.800003,130.800003,1121014
2018-07-13,131.000000,131.600006,129.800003,130.199997,130.199997,799994
2018-07-16,130.399994,130.399994,126.599998,126.949997,126.949997,805382
2018-07-17,127.000000,128.199997,126.000000,127.599998,127.599998,999391
2018-07-18,128.449997,129.199997,123.650002,124.250000,124.250000,1775796
2018-07-19,124.949997,126.699997,123.500000,125.550003,125.550003,1263717
2018-07-20,126.000000,127.800003,125.099998,126.449997,126.449997,1206816
2018-07-23,127.699997,131.399994,126.099998,129.850006,129.850006,1532387
2018-07-24,130.649994,140.800003,130.350006,140.000000,140.000000,4246426
2018-07-25,140.399994,143.250000,138.300003,139.100006,139.100006,2054403
2018-07-26,139.399994,145.899994,138.449997,143.600006,143.600006,3279609
2018-07-27,144.000000,145.199997,142.199997,142.800003,142.800003,1474112
2018-07-30,143.000000,148.399994,142.699997,147.350006,147.350006,2918116
2018-07-31,147.800003,149.500000,146.000000,146.500000,146.500000,1496222
2018-08-01,145.250000,151.899994,143.850006,147.199997,147.199997,3184385
2018-08-02,146.600006,148.300003,144.649994,145.500000,145.500000,1688538
2018-08-03,145.899994,147.500000,145.800003,146.899994,146.899994,1322451
2018-08-06,148.000000,149.899994,145.500000,146.399994,146.399994,1977287
2018-08-07,146.600006,151.750000,146.449997,148.899994,148.899994,3819349
2018-08-08,149.750000,151.399994,148.350006,149.300003,149.300003,1830235
2018-08-09,149.350006,152.399994,149.050003,150.100006,150.100006,1779312
2018-08-10,150.850006,152.100006,145.100006,146.250000,146.250000,2132625
2018-08-13,145.000000,145.000000,139.000000,141.399994,141.399994,1889312
2018-08-14,142.300003,143.699997,140.550003,141.649994,141.649994,1345632
2018-08-16,141.199997,143.149994,140.000000,141.399994,141.399994,1430426
2018-08-17,142.000000,143.649994,141.600006,143.050003,143.050003,1346692
2018-08-20,143.149994,145.500000,143.000000,143.850006,143.850006,1497070
2018-08-21,144.000000,144.399994,142.000000,142.199997,142.199997,814444
2018-08-23,142.399994,142.699997,140.050003,140.550003,140.550003,943258
2018-08-24,140.250000,141.399994,139.949997,140.300003,140.300003,918287
2018-08-27,140.500000,142.850006,138.000000,139.300003,139.300003,2133331
2018-08-28,139.199997,139.850006,137.800003,138.199997,138.199997,1084664
2018-08-29,138.149994,138.899994,136.899994,137.300003,137.300003,1296757
2018-08-30,141.000000,145.000000,141.000000,143.350006,143.350006,4588046
2018-08-31,142.800003,142.899994,140.300003,141.250000,141.250000,1022709
2018-09-03,141.250000,143.550003,140.199997,141.050003,141.050003,1112249
2018-09-04,141.350006,141.899994,136.649994,137.100006,137.100006,1066513
2018-09-05,136.000000,137.399994,134.000000,135.899994,135.899994,1326603
2018-09-06,136.050003,137.850006,135.500000,137.350006,137.350006,928653
2018-09-07,137.350006,138.949997,136.050003,137.350006,137.350006,781612
2018-09-10,136.399994,137.199997,134.500000,134.899994,134.899994,739500
2018-09-11,134.850006,135.350006,132.000000,132.550003,132.550003,673496
2018-09-12,132.750000,133.250000,128.899994,131.050003,131.050003,1272893
2018-09-14,131.899994,133.449997,131.850006,133.250000,133.250000,795818
2018-09-17,132.949997,133.250000,131.250000,132.199997,132.199997,729114
2018-09-18,132.000000,133.399994,129.500000,129.899994,129.899994,779081
2018-09-19,129.300003,129.550003,126.199997,127.250000,127.250000,1810021
2018-09-21,128.750000,129.949997,120.099998,123.699997,123.699997,3678460
2018-09-24,123.449997,123.449997,116.099998,117.250000,117.250000,3325131
2018-09-25,117.250000,120.000000,115.000000,119.550003,119.550003,2194693
2018-09-26,120.099998,121.500000,118.250000,119.449997,119.449997,1146982
2018-09-27,119.500000,119.900002,115.650002,116.550003,116.550003,1089382
2018-09-28,116.599998,117.900002,113.050003,114.650002,114.650002,2481355
2018-10-01,114.949997,115.000000,106.000000,110.750000,110.750000,3190536
